scheme_code,scheme_name,nav_date,nav_value
118632,Nippon India Large Cap Fund Direct Growth,2020-06-01,86.1737
118632,Nippon India Large Cap Fund Direct Growth,2020-06-02,85.9408
118632,Nippon India Large Cap Fund Direct Growth,2020-06-03,84.8631
118632,Nippon India Large Cap Fund Direct Growth,2020-06-04,82.638
118632,Nippon India Large Cap Fund Direct Growth,2020-06-05,83.7576
118632,Nippon India Large Cap Fund Direct Growth,2020-06-08,83.9408
118632,Nippon India Large Cap Fund Direct Growth,2020-06-09,83.9723
118632,Nippon India Large Cap Fund Direct Growth,2020-06-10,84.3989
118632,Nippon India Large Cap Fund Direct Growth,2020-06-11,83.5853
118632,Nippon India Large Cap Fund Direct Growth,2020-06-12,82.6063
118632,Nippon India Large Cap Fund Direct Growth,2020-06-15,82.3498
118632,Nippon India Large Cap Fund Direct Growth,2020-06-16,83.7265
118632,Nippon India Large Cap Fund Direct Growth,2020-06-17,82.5774
118632,Nippon India Large Cap Fund Direct Growth,2020-06-18,79.9989
118632,Nippon India Large Cap Fund Direct Growth,2020-06-19,79.5224
118632,Nippon India Large Cap Fund Direct Growth,2020-06-22,80.6367
118632,Nippon India Large Cap Fund Direct Growth,2020-06-23,78.9844
118632,Nippon India Large Cap Fund Direct Growth,2020-06-24,77.8894
118632,Nippon India Large Cap Fund Direct Growth,2020-06-25,78.1591
118632,Nippon India Large Cap Fund Direct Growth,2020-06-26,80.5929
118632,Nippon India Large Cap Fund Direct Growth,2020-06-29,79.3035
118632,Nippon India Large Cap Fund Direct Growth,2020-06-30,77.9979
118632,Nippon India Large Cap Fund Direct Growth,2020-07-01,78.3383
118632,Nippon India Large Cap Fund Direct Growth,2020-07-02,79.4943
118632,Nippon India Large Cap Fund Direct Growth,2020-07-03,78.9228
118632,Nippon India Large Cap Fund Direct Growth,2020-07-06,77.4109
118632,Nippon India Large Cap Fund Direct Growth,2020-07-07,77.837
118632,Nippon India Large Cap Fund Direct Growth,2020-07-08,78.4347
118632,Nippon India Large Cap Fund Direct Growth,2020-07-09,80.1323
118632,Nippon India Large Cap Fund Direct Growth,2020-07-10,80.788
118632,Nippon India Large Cap Fund Direct Growth,2020-07-13,81.6151
118632,Nippon India Large Cap Fund Direct Growth,2020-07-14,81.3828
118632,Nippon India Large Cap Fund Direct Growth,2020-07-15,83.7916
118632,Nippon India Large Cap Fund Direct Growth,2020-07-16,83.4164
118632,Nippon India Large Cap Fund Direct Growth,2020-07-17,82.8289
118632,Nippon India Large Cap Fund Direct Growth,2020-07-20,84.6523
118632,Nippon India Large Cap Fund Direct Growth,2020-07-21,83.1801
118632,Nippon India Large Cap Fund Direct Growth,2020-07-22,81.3611
118632,Nippon India Large Cap Fund Direct Growth,2020-07-23,81.5022
118632,Nippon India Large Cap Fund Direct Growth,2020-07-24,81.5249
118632,Nippon India Large Cap Fund Direct Growth,2020-07-27,81.3265
118632,Nippon India Large Cap Fund Direct Growth,2020-07-28,82.3208
118632,Nippon India Large Cap Fund Direct Growth,2020-07-29,81.4484
118632,Nippon India Large Cap Fund Direct Growth,2020-07-30,81.5355
118632,Nippon India Large Cap Fund Direct Growth,2020-07-31,81.2076
118632,Nippon India Large Cap Fund Direct Growth,2020-08-03,80.3635
118632,Nippon India Large Cap Fund Direct Growth,2020-08-04,80.328
118632,Nippon India Large Cap Fund Direct Growth,2020-08-05,81.1739
118632,Nippon India Large Cap Fund Direct Growth,2020-08-06,83.2639
118632,Nippon India Large Cap Fund Direct Growth,2020-08-07,83.8678
118632,Nippon India Large Cap Fund Direct Growth,2020-08-10,81.366
118632,Nippon India Large Cap Fund Direct Growth,2020-08-11,81.3532
118632,Nippon India Large Cap Fund Direct Growth,2020-08-12,81.4262
118632,Nippon India Large Cap Fund Direct Growth,2020-08-13,82.3655
118632,Nippon India Large Cap Fund Direct Growth,2020-08-14,82.5728
118632,Nippon India Large Cap Fund Direct Growth,2020-08-17,83.8393
118632,Nippon India Large Cap Fund Direct Growth,2020-08-18,84.2585
118632,Nippon India Large Cap Fund Direct Growth,2020-08-19,85.8598
118632,Nippon India Large Cap Fund Direct Growth,2020-08-20,85.4335
118632,Nippon India Large Cap Fund Direct Growth,2020-08-21,85.6072
118632,Nippon India Large Cap Fund Direct Growth,2020-08-24,86.482
118632,Nippon India Large Cap Fund Direct Growth,2020-08-25,85.9142
118632,Nippon India Large Cap Fund Direct Growth,2020-08-26,85.1255
118632,Nippon India Large Cap Fund Direct Growth,2020-08-27,84.5081
118632,Nippon India Large Cap Fund Direct Growth,2020-08-28,83.7737
118632,Nippon India Large Cap Fund Direct Growth,2020-08-31,84.3241
118632,Nippon India Large Cap Fund Direct Growth,2020-09-01,82.4928
118632,Nippon India Large Cap Fund Direct Growth,2020-09-02,80.9773
118632,Nippon India Large Cap Fund Direct Growth,2020-09-03,82.8117
118632,Nippon India Large Cap Fund Direct Growth,2020-09-04,82.1159
118632,Nippon India Large Cap Fund Direct Growth,2020-09-07,82.3377
118632,Nippon India Large Cap Fund Direct Growth,2020-09-08,80.891
118632,Nippon India Large Cap Fund Direct Growth,2020-09-09,81.0067
118632,Nippon India Large Cap Fund Direct Growth,2020-09-10,80.332
118632,Nippon India Large Cap Fund Direct Growth,2020-09-11,78.8493
118632,Nippon India Large Cap Fund Direct Growth,2020-09-14,80.138
118632,Nippon India Large Cap Fund Direct Growth,2020-09-15,81.2992
118632,Nippon India Large Cap Fund Direct Growth,2020-09-16,81.2189
118632,Nippon India Large Cap Fund Direct Growth,2020-09-17,82.2173
118632,Nippon India Large Cap Fund Direct Growth,2020-09-18,84.1198
118632,Nippon India Large Cap Fund Direct Growth,2020-09-21,84.9062
118632,Nippon India Large Cap Fund Direct Growth,2020-09-22,85.4204
118632,Nippon India Large Cap Fund Direct Growth,2020-09-23,85.65
118632,Nippon India Large Cap Fund Direct Growth,2020-09-24,86.3432
118632,Nippon India Large Cap Fund Direct Growth,2020-09-25,85.9921
118632,Nippon India Large Cap Fund Direct Growth,2020-09-28,85.7324
118632,Nippon India Large Cap Fund Direct Growth,2020-09-29,86.222
118632,Nippon India Large Cap Fund Direct Growth,2020-09-30,85.7576
118632,Nippon India Large Cap Fund Direct Growth,2020-10-01,85.4068
118632,Nippon India Large Cap Fund Direct Growth,2020-10-02,85.4327
118632,Nippon India Large Cap Fund Direct Growth,2020-10-05,86.6379
118632,Nippon India Large Cap Fund Direct Growth,2020-10-06,85.4863
118632,Nippon India Large Cap Fund Direct Growth,2020-10-07,86.2907
118632,Nippon India Large Cap Fund Direct Growth,2020-10-08,87.1365
118632,Nippon India Large Cap Fund Direct Growth,2020-10-09,87.9843
118632,Nippon India Large Cap Fund Direct Growth,2020-10-12,87.159
118632,Nippon India Large Cap Fund Direct Growth,2020-10-13,85.4147
118632,Nippon India Large Cap Fund Direct Growth,2020-10-14,86.014
118632,Nippon India Large Cap Fund Direct Growth,2020-10-15,86.2334
118632,Nippon India Large Cap Fund Direct Growth,2020-10-16,87.2986
118632,Nippon India Large Cap Fund Direct Growth,2020-10-19,86.5909
118632,Nippon India Large Cap Fund Direct Growth,2020-10-20,87.4067
118632,Nippon India Large Cap Fund Direct Growth,2020-10-21,88.5389
118632,Nippon India Large Cap Fund Direct Growth,2020-10-22,88.4642
118632,Nippon India Large Cap Fund Direct Growth,2020-10-23,88.9333
118632,Nippon India Large Cap Fund Direct Growth,2020-10-26,89.3677
118632,Nippon India Large Cap Fund Direct Growth,2020-10-27,88.5135
118632,Nippon India Large Cap Fund Direct Growth,2020-10-28,89.1042
118632,Nippon India Large Cap Fund Direct Growth,2020-10-29,90.8658
118632,Nippon India Large Cap Fund Direct Growth,2020-10-30,90.9172
118632,Nippon India Large Cap Fund Direct Growth,2020-11-02,89.3506
118632,Nippon India Large Cap Fund Direct Growth,2020-11-03,88.6406
118632,Nippon India Large Cap Fund Direct Growth,2020-11-04,86.7744
118632,Nippon India Large Cap Fund Direct Growth,2020-11-05,88.144
118632,Nippon India Large Cap Fund Direct Growth,2020-11-06,88.9787
118632,Nippon India Large Cap Fund Direct Growth,2020-11-09,88.47
118632,Nippon India Large Cap Fund Direct Growth,2020-11-10,86.9911
118632,Nippon India Large Cap Fund Direct Growth,2020-11-11,86.1473
118632,Nippon India Large Cap Fund Direct Growth,2020-11-12,85.5133
118632,Nippon India Large Cap Fund Direct Growth,2020-11-13,85.6512
118632,Nippon India Large Cap Fund Direct Growth,2020-11-16,85.7548
118632,Nippon India Large Cap Fund Direct Growth,2020-11-17,87.1609
118632,Nippon India Large Cap Fund Direct Growth,2020-11-18,86.4625
118632,Nippon India Large Cap Fund Direct Growth,2020-11-19,84.9236
118632,Nippon India Large Cap Fund Direct Growth,2020-11-20,83.7701
118632,Nippon India Large Cap Fund Direct Growth,2020-11-23,83.772
118632,Nippon India Large Cap Fund Direct Growth,2020-11-24,83.0647
118632,Nippon India Large Cap Fund Direct Growth,2020-11-25,82.7985
118632,Nippon India Large Cap Fund Direct Growth,2020-11-26,82.3722
118632,Nippon India Large Cap Fund Direct Growth,2020-11-27,83.3758
118632,Nippon India Large Cap Fund Direct Growth,2020-11-30,82.8135
118632,Nippon India Large Cap Fund Direct Growth,2020-12-01,82.4634
118632,Nippon India Large Cap Fund Direct Growth,2020-12-02,83.1979
118632,Nippon India Large Cap Fund Direct Growth,2020-12-03,82.6588
118632,Nippon India Large Cap Fund Direct Growth,2020-12-04,83.1034
118632,Nippon India Large Cap Fund Direct Growth,2020-12-07,83.4589
118632,Nippon India Large Cap Fund Direct Growth,2020-12-08,83.6259
118632,Nippon India Large Cap Fund Direct Growth,2020-12-09,82.5126
118632,Nippon India Large Cap Fund Direct Growth,2020-12-10,83.755
118632,Nippon India Large Cap Fund Direct Growth,2020-12-11,86.0121
118632,Nippon India Large Cap Fund Direct Growth,2020-12-14,86.047
118632,Nippon India Large Cap Fund Direct Growth,2020-12-15,84.9924
118632,Nippon India Large Cap Fund Direct Growth,2020-12-16,85.0476
118632,Nippon India Large Cap Fund Direct Growth,2020-12-17,86.0833
118632,Nippon India Large Cap Fund Direct Growth,2020-12-18,85.4736
118632,Nippon India Large Cap Fund Direct Growth,2020-12-21,85.3671
118632,Nippon India Large Cap Fund Direct Growth,2020-12-22,85.7416
118632,Nippon India Large Cap Fund Direct Growth,2020-12-23,87.0052
118632,Nippon India Large Cap Fund Direct Growth,2020-12-24,87.8409
118632,Nippon India Large Cap Fund Direct Growth,2020-12-25,88.7283
118632,Nippon India Large Cap Fund Direct Growth,2020-12-28,88.301
118632,Nippon India Large Cap Fund Direct Growth,2020-12-29,88.7534
118632,Nippon India Large Cap Fund Direct Growth,2020-12-30,88.0111
118632,Nippon India Large Cap Fund Direct Growth,2020-12-31,88.9305
118632,Nippon India Large Cap Fund Direct Growth,2021-01-01,90.1857
118632,Nippon India Large Cap Fund Direct Growth,2021-01-04,90.8116
118632,Nippon India Large Cap Fund Direct Growth,2021-01-05,90.4385
118632,Nippon India Large Cap Fund Direct Growth,2021-01-06,90.2445
118632,Nippon India Large Cap Fund Direct Growth,2021-01-07,92.2279
118632,Nippon India Large Cap Fund Direct Growth,2021-01-08,91.8675
118632,Nippon India Large Cap Fund Direct Growth,2021-01-11,93.0526
118632,Nippon India Large Cap Fund Direct Growth,2021-01-12,93.4589
118632,Nippon India Large Cap Fund Direct Growth,2021-01-13,93.1122
118632,Nippon India Large Cap Fund Direct Growth,2021-01-14,91.6377
118632,Nippon India Large Cap Fund Direct Growth,2021-01-15,91.8979
118632,Nippon India Large Cap Fund Direct Growth,2021-01-18,92.0259
118632,Nippon India Large Cap Fund Direct Growth,2021-01-19,94.0485
118632,Nippon India Large Cap Fund Direct Growth,2021-01-20,93.1059
118632,Nippon India Large Cap Fund Direct Growth,2021-01-21,95.6977
118632,Nippon India Large Cap Fund Direct Growth,2021-01-22,96.1614
118632,Nippon India Large Cap Fund Direct Growth,2021-01-25,96.6263
118632,Nippon India Large Cap Fund Direct Growth,2021-01-26,95.9676
118632,Nippon India Large Cap Fund Direct Growth,2021-01-27,96.3588
118632,Nippon India Large Cap Fund Direct Growth,2021-01-28,96.9347
118632,Nippon India Large Cap Fund Direct Growth,2021-01-29,98.0541
118632,Nippon India Large Cap Fund Direct Growth,2021-02-01,96.9324
118632,Nippon India Large Cap Fund Direct Growth,2021-02-02,98.5978
118632,Nippon India Large Cap Fund Direct Growth,2021-02-03,99.055
118632,Nippon India Large Cap Fund Direct Growth,2021-02-04,99.8077
118632,Nippon India Large Cap Fund Direct Growth,2021-02-05,99.573
118632,Nippon India Large Cap Fund Direct Growth,2021-02-08,98.4939
118632,Nippon India Large Cap Fund Direct Growth,2021-02-09,98.6094
118632,Nippon India Large Cap Fund Direct Growth,2021-02-10,98.8606
118632,Nippon India Large Cap Fund Direct Growth,2021-02-11,97.2467
118632,Nippon India Large Cap Fund Direct Growth,2021-02-12,98.2016
118632,Nippon India Large Cap Fund Direct Growth,2021-02-15,99.4053
118632,Nippon India Large Cap Fund Direct Growth,2021-02-16,98.5648
118632,Nippon India Large Cap Fund Direct Growth,2021-02-17,97.3849
118632,Nippon India Large Cap Fund Direct Growth,2021-02-18,97.06
118632,Nippon India Large Cap Fund Direct Growth,2021-02-19,97.117
118632,Nippon India Large Cap Fund Direct Growth,2021-02-22,96.8382
118632,Nippon India Large Cap Fund Direct Growth,2021-02-23,96.7965
118632,Nippon India Large Cap Fund Direct Growth,2021-02-24,97.0828
118632,Nippon India Large Cap Fund Direct Growth,2021-02-25,95.5179
118632,Nippon India Large Cap Fund Direct Growth,2021-02-26,94.11
118632,Nippon India Large Cap Fund Direct Growth,2021-03-01,91.0639
118632,Nippon India Large Cap Fund Direct Growth,2021-03-02,92.1212
118632,Nippon India Large Cap Fund Direct Growth,2021-03-03,92.1657
118632,Nippon India Large Cap Fund Direct Growth,2021-03-04,93.3523
118632,Nippon India Large Cap Fund Direct Growth,2021-03-05,92.1057
118632,Nippon India Large Cap Fund Direct Growth,2021-03-08,92.1603
118632,Nippon India Large Cap Fund Direct Growth,2021-03-09,92.4256
118632,Nippon India Large Cap Fund Direct Growth,2021-03-10,91.8302
118632,Nippon India Large Cap Fund Direct Growth,2021-03-11,90.146
118632,Nippon India Large Cap Fund Direct Growth,2021-03-12,92.0616
118632,Nippon India Large Cap Fund Direct Growth,2021-03-15,93.6351
118632,Nippon India Large Cap Fund Direct Growth,2021-03-16,93.234
118632,Nippon India Large Cap Fund Direct Growth,2021-03-17,93.8328
118632,Nippon India Large Cap Fund Direct Growth,2021-03-18,93.3151
118632,Nippon India Large Cap Fund Direct Growth,2021-03-19,92.2285
118632,Nippon India Large Cap Fund Direct Growth,2021-03-22,94.2784
118632,Nippon India Large Cap Fund Direct Growth,2021-03-23,92.4339
118632,Nippon India Large Cap Fund Direct Growth,2021-03-24,92.145
118632,Nippon India Large Cap Fund Direct Growth,2021-03-25,92.2659
118632,Nippon India Large Cap Fund Direct Growth,2021-03-26,94.1218
118632,Nippon India Large Cap Fund Direct Growth,2021-03-29,95.1627
118632,Nippon India Large Cap Fund Direct Growth,2021-03-30,93.2816
118632,Nippon India Large Cap Fund Direct Growth,2021-03-31,93.3065
118632,Nippon India Large Cap Fund Direct Growth,2021-04-01,93.3581
118632,Nippon India Large Cap Fund Direct Growth,2021-04-02,93.1303
118632,Nippon India Large Cap Fund Direct Growth,2021-04-05,93.8509
118632,Nippon India Large Cap Fund Direct Growth,2021-04-06,92.2921
118632,Nippon India Large Cap Fund Direct Growth,2021-04-07,91.8672
118632,Nippon India Large Cap Fund Direct Growth,2021-04-08,92.4226
118632,Nippon India Large Cap Fund Direct Growth,2021-04-09,93.204
118632,Nippon India Large Cap Fund Direct Growth,2021-04-12,93.3991
118632,Nippon India Large Cap Fund Direct Growth,2021-04-13,93.1039
118632,Nippon India Large Cap Fund Direct Growth,2021-04-14,92.9978
118632,Nippon India Large Cap Fund Direct Growth,2021-04-15,93.852
118632,Nippon India Large Cap Fund Direct Growth,2021-04-16,93.9184
118632,Nippon India Large Cap Fund Direct Growth,2021-04-19,92.7723
118632,Nippon India Large Cap Fund Direct Growth,2021-04-20,91.427
118632,Nippon India Large Cap Fund Direct Growth,2021-04-21,89.8201
118632,Nippon India Large Cap Fund Direct Growth,2021-04-22,91.4159
118632,Nippon India Large Cap Fund Direct Growth,2021-04-23,92.3291
118632,Nippon India Large Cap Fund Direct Growth,2021-04-26,92.2388
118632,Nippon India Large Cap Fund Direct Growth,2021-04-27,91.7642
118632,Nippon India Large Cap Fund Direct Growth,2021-04-28,91.1597
118632,Nippon India Large Cap Fund Direct Growth,2021-04-29,92.383
118632,Nippon India Large Cap Fund Direct Growth,2021-04-30,94.522
118632,Nippon India Large Cap Fund Direct Growth,2021-05-03,93.8637
118632,Nippon India Large Cap Fund Direct Growth,2021-05-04,95.1741
118632,Nippon India Large Cap Fund Direct Growth,2021-05-05,95.2346
118632,Nippon India Large Cap Fund Direct Growth,2021-05-06,95.0204
118632,Nippon India Large Cap Fund Direct Growth,2021-05-07,96.7641
118632,Nippon India Large Cap Fund Direct Growth,2021-05-10,96.7813
118632,Nippon India Large Cap Fund Direct Growth,2021-05-11,97.1546
118632,Nippon India Large Cap Fund Direct Growth,2021-05-12,97.4732
118632,Nippon India Large Cap Fund Direct Growth,2021-05-13,95.601
118632,Nippon India Large Cap Fund Direct Growth,2021-05-14,95.9605
118632,Nippon India Large Cap Fund Direct Growth,2021-05-17,95.3414
118632,Nippon India Large Cap Fund Direct Growth,2021-05-18,93.744
118632,Nippon India Large Cap Fund Direct Growth,2021-05-19,93.1904
118632,Nippon India Large Cap Fund Direct Growth,2021-05-20,92.6308
118632,Nippon India Large Cap Fund Direct Growth,2021-05-21,93.8034
118632,Nippon India Large Cap Fund Direct Growth,2021-05-24,92.6341
118632,Nippon India Large Cap Fund Direct Growth,2021-05-25,91.7839
118632,Nippon India Large Cap Fund Direct Growth,2021-05-26,92.0707
118632,Nippon India Large Cap Fund Direct Growth,2021-05-27,90.6335
118632,Nippon India Large Cap Fund Direct Growth,2021-05-28,89.9439
118632,Nippon India Large Cap Fund Direct Growth,2021-05-31,88.1744
118632,Nippon India Large Cap Fund Direct Growth,2021-06-01,89.1743
118632,Nippon India Large Cap Fund Direct Growth,2021-06-02,88.8786
118632,Nippon India Large Cap Fund Direct Growth,2021-06-03,88.8883
118632,Nippon India Large Cap Fund Direct Growth,2021-06-04,89.892
118632,Nippon India Large Cap Fund Direct Growth,2021-06-07,89.1399
118632,Nippon India Large Cap Fund Direct Growth,2021-06-08,88.8329
118632,Nippon India Large Cap Fund Direct Growth,2021-06-09,87.7335
118632,Nippon India Large Cap Fund Direct Growth,2021-06-10,86.6454
118632,Nippon India Large Cap Fund Direct Growth,2021-06-11,85.7142
118632,Nippon India Large Cap Fund Direct Growth,2021-06-14,85.2334
118632,Nippon India Large Cap Fund Direct Growth,2021-06-15,84.8654
118632,Nippon India Large Cap Fund Direct Growth,2021-06-16,85.1848
118632,Nippon India Large Cap Fund Direct Growth,2021-06-17,84.2993
118632,Nippon India Large Cap Fund Direct Growth,2021-06-18,84.648
118632,Nippon India Large Cap Fund Direct Growth,2021-06-21,85.166
118632,Nippon India Large Cap Fund Direct Growth,2021-06-22,84.7134
118632,Nippon India Large Cap Fund Direct Growth,2021-06-23,83.9208
118632,Nippon India Large Cap Fund Direct Growth,2021-06-24,84.0317
118632,Nippon India Large Cap Fund Direct Growth,2021-06-25,83.8523
118632,Nippon India Large Cap Fund Direct Growth,2021-06-28,84.0991
118632,Nippon India Large Cap Fund Direct Growth,2021-06-29,85.7087
118632,Nippon India Large Cap Fund Direct Growth,2021-06-30,85.805
118632,Nippon India Large Cap Fund Direct Growth,2021-07-01,85.1725
118632,Nippon India Large Cap Fund Direct Growth,2021-07-02,84.2875
118632,Nippon India Large Cap Fund Direct Growth,2021-07-05,83.4508
118632,Nippon India Large Cap Fund Direct Growth,2021-07-06,82.011
118632,Nippon India Large Cap Fund Direct Growth,2021-07-07,82.9536
118632,Nippon India Large Cap Fund Direct Growth,2021-07-08,80.7554
118632,Nippon India Large Cap Fund Direct Growth,2021-07-09,81.2526
118632,Nippon India Large Cap Fund Direct Growth,2021-07-12,80.4306
118632,Nippon India Large Cap Fund Direct Growth,2021-07-13,79.9602
118632,Nippon India Large Cap Fund Direct Growth,2021-07-14,79.1225
118632,Nippon India Large Cap Fund Direct Growth,2021-07-15,80.5191
118632,Nippon India Large Cap Fund Direct Growth,2021-07-16,80.559
118632,Nippon India Large Cap Fund Direct Growth,2021-07-19,81.3472
118632,Nippon India Large Cap Fund Direct Growth,2021-07-20,82.6411
118632,Nippon India Large Cap Fund Direct Growth,2021-07-21,82.828
118632,Nippon India Large Cap Fund Direct Growth,2021-07-22,81.6645
118632,Nippon India Large Cap Fund Direct Growth,2021-07-23,81.4727
118632,Nippon India Large Cap Fund Direct Growth,2021-07-26,80.7715
118632,Nippon India Large Cap Fund Direct Growth,2021-07-27,80.3077
118632,Nippon India Large Cap Fund Direct Growth,2021-07-28,80.2406
118632,Nippon India Large Cap Fund Direct Growth,2021-07-29,80.1355
118632,Nippon India Large Cap Fund Direct Growth,2021-07-30,80.5558
118632,Nippon India Large Cap Fund Direct Growth,2021-08-02,81.1187
118632,Nippon India Large Cap Fund Direct Growth,2021-08-03,81.0125
118632,Nippon India Large Cap Fund Direct Growth,2021-08-04,81.429
118632,Nippon India Large Cap Fund Direct Growth,2021-08-05,80.9167
118632,Nippon India Large Cap Fund Direct Growth,2021-08-06,82.2176
118632,Nippon India Large Cap Fund Direct Growth,2021-08-09,81.6843
118632,Nippon India Large Cap Fund Direct Growth,2021-08-10,82.8823
118632,Nippon India Large Cap Fund Direct Growth,2021-08-11,81.4391
118632,Nippon India Large Cap Fund Direct Growth,2021-08-12,81.0918
118632,Nippon India Large Cap Fund Direct Growth,2021-08-13,80.794
118632,Nippon India Large Cap Fund Direct Growth,2021-08-16,81.0887
118632,Nippon India Large Cap Fund Direct Growth,2021-08-17,81.9517
118632,Nippon India Large Cap Fund Direct Growth,2021-08-18,80.7476
118632,Nippon India Large Cap Fund Direct Growth,2021-08-19,79.6982
118632,Nippon India Large Cap Fund Direct Growth,2021-08-20,78.3814
118632,Nippon India Large Cap Fund Direct Growth,2021-08-23,79.6466
118632,Nippon India Large Cap Fund Direct Growth,2021-08-24,79.9549
118632,Nippon India Large Cap Fund Direct Growth,2021-08-25,78.9385
118632,Nippon India Large Cap Fund Direct Growth,2021-08-26,78.5425
118632,Nippon India Large Cap Fund Direct Growth,2021-08-27,79.6799
118632,Nippon India Large Cap Fund Direct Growth,2021-08-30,79.4378
118632,Nippon India Large Cap Fund Direct Growth,2021-08-31,79.1402
118632,Nippon India Large Cap Fund Direct Growth,2021-09-01,78.422
118632,Nippon India Large Cap Fund Direct Growth,2021-09-02,77.4809
118632,Nippon India Large Cap Fund Direct Growth,2021-09-03,78.6044
118632,Nippon India Large Cap Fund Direct Growth,2021-09-06,80.2069
118632,Nippon India Large Cap Fund Direct Growth,2021-09-07,79.2827
118632,Nippon India Large Cap Fund Direct Growth,2021-09-08,80.6432
118632,Nippon India Large Cap Fund Direct Growth,2021-09-09,80.1957
118632,Nippon India Large Cap Fund Direct Growth,2021-09-10,80.7333
118632,Nippon India Large Cap Fund Direct Growth,2021-09-13,82.1238
118632,Nippon India Large Cap Fund Direct Growth,2021-09-14,82.0054
118632,Nippon India Large Cap Fund Direct Growth,2021-09-15,81.7073
118632,Nippon India Large Cap Fund Direct Growth,2021-09-16,82.5173
118632,Nippon India Large Cap Fund Direct Growth,2021-09-17,81.4429
118632,Nippon India Large Cap Fund Direct Growth,2021-09-20,82.5884
118632,Nippon India Large Cap Fund Direct Growth,2021-09-21,82.7547
118632,Nippon India Large Cap Fund Direct Growth,2021-09-22,82.2058
118632,Nippon India Large Cap Fund Direct Growth,2021-09-23,81.6345
118632,Nippon India Large Cap Fund Direct Growth,2021-09-24,80.3037
118632,Nippon India Large Cap Fund Direct Growth,2021-09-27,79.8111
118632,Nippon India Large Cap Fund Direct Growth,2021-09-28,79.5822
118632,Nippon India Large Cap Fund Direct Growth,2021-09-29,78.5925
118632,Nippon India Large Cap Fund Direct Growth,2021-09-30,78.5732
118632,Nippon India Large Cap Fund Direct Growth,2021-10-01,79.0427
118632,Nippon India Large Cap Fund Direct Growth,2021-10-04,78.8639
118632,Nippon India Large Cap Fund Direct Growth,2021-10-05,79.5148
118632,Nippon India Large Cap Fund Direct Growth,2021-10-06,78.7685
118632,Nippon India Large Cap Fund Direct Growth,2021-10-07,79.7405
118632,Nippon India Large Cap Fund Direct Growth,2021-10-08,79.881
118632,Nippon India Large Cap Fund Direct Growth,2021-10-11,81.3862
118632,Nippon India Large Cap Fund Direct Growth,2021-10-12,83.7685
118632,Nippon India Large Cap Fund Direct Growth,2021-10-13,83.3209
118632,Nippon India Large Cap Fund Direct Growth,2021-10-14,82.9169
118632,Nippon India Large Cap Fund Direct Growth,2021-10-15,82.6967
118632,Nippon India Large Cap Fund Direct Growth,2021-10-18,83.3127
118632,Nippon India Large Cap Fund Direct Growth,2021-10-19,84.6633
118632,Nippon India Large Cap Fund Direct Growth,2021-10-20,84.0255
118632,Nippon India Large Cap Fund Direct Growth,2021-10-21,84.4351
118632,Nippon India Large Cap Fund Direct Growth,2021-10-22,84.3227
118632,Nippon India Large Cap Fund Direct Growth,2021-10-25,84.9735
118632,Nippon India Large Cap Fund Direct Growth,2021-10-26,86.5381
118632,Nippon India Large Cap Fund Direct Growth,2021-10-27,86.3145
118632,Nippon India Large Cap Fund Direct Growth,2021-10-28,84.6108
118632,Nippon India Large Cap Fund Direct Growth,2021-10-29,85.3915
118632,Nippon India Large Cap Fund Direct Growth,2021-11-01,84.5639
118632,Nippon India Large Cap Fund Direct Growth,2021-11-02,84.444
118632,Nippon India Large Cap Fund Direct Growth,2021-11-03,85.2668
118632,Nippon India Large Cap Fund Direct Growth,2021-11-04,85.5967
118632,Nippon India Large Cap Fund Direct Growth,2021-11-05,85.5179
118632,Nippon India Large Cap Fund Direct Growth,2021-11-08,84.9526
118632,Nippon India Large Cap Fund Direct Growth,2021-11-09,82.0218
118632,Nippon India Large Cap Fund Direct Growth,2021-11-10,82.7338
118632,Nippon India Large Cap Fund Direct Growth,2021-11-11,82.5075
118632,Nippon India Large Cap Fund Direct Growth,2021-11-12,84.0306
118632,Nippon India Large Cap Fund Direct Growth,2021-11-15,84.4571
118632,Nippon India Large Cap Fund Direct Growth,2021-11-16,83.934
118632,Nippon India Large Cap Fund Direct Growth,2021-11-17,85.0338
118632,Nippon India Large Cap Fund Direct Growth,2021-11-18,86.2339
118632,Nippon India Large Cap Fund Direct Growth,2021-11-19,86.0331
118632,Nippon India Large Cap Fund Direct Growth,2021-11-22,87.2912
118632,Nippon India Large Cap Fund Direct Growth,2021-11-23,86.7358
118632,Nippon India Large Cap Fund Direct Growth,2021-11-24,86.9279
118632,Nippon India Large Cap Fund Direct Growth,2021-11-25,87.5501
118632,Nippon India Large Cap Fund Direct Growth,2021-11-26,88.4008
118632,Nippon India Large Cap Fund Direct Growth,2021-11-29,89.0867
118632,Nippon India Large Cap Fund Direct Growth,2021-11-30,88.7578
118632,Nippon India Large Cap Fund Direct Growth,2021-12-01,89.9493
118632,Nippon India Large Cap Fund Direct Growth,2021-12-02,89.842
118632,Nippon India Large Cap Fund Direct Growth,2021-12-03,89.2554
118632,Nippon India Large Cap Fund Direct Growth,2021-12-06,88.6885
118632,Nippon India Large Cap Fund Direct Growth,2021-12-07,90.7798
118632,Nippon India Large Cap Fund Direct Growth,2021-12-08,89.9987
118632,Nippon India Large Cap Fund Direct Growth,2021-12-09,91.4206
118632,Nippon India Large Cap Fund Direct Growth,2021-12-10,90.2024
