transaction_id,investor_id,scheme_code,transaction_type,transaction_date,amount,nav_at_transaction,units
TXN267082,INV0128,119092,Switch Out,2024-03-27,50000,195.9659,255.1464
TXN621530,INV0006,120465,Purchase,2023-05-30,2500,136.1468,18.3625
TXN352422,INV0056,118778,Switch Out,2022-12-16,5000,55.8134,89.5842
TXN395023,INV0127,119551,Switch Out,2024-04-11,500,37.9492,13.1755
TXN108574,INV0028,120841,Switch In,2020-07-02,10000,121.478,82.3194
TXN483545,INV0196,120841,Switch In,2023-02-07,25000,69.9313,357.4937
TXN153642,INV0146,119551,Switch Out,2021-03-08,5000,81.1981,61.5778
TXN402620,INV0019,125497,Switch In,2024-08-27,10000,71.6725,139.5235
TXN676566,INV0072,120465,Switch Out,2020-05-01,50000,140.5293,355.7977
TXN513037,INV0096,118632,SIP,2023-02-06,500,124.0999,4.029
TXN731728,INV0131,118632,Switch In,2024-08-10,1000,43.2557,23.1183
TXN140804,INV0036,119551,SIP,2024-04-24,500,119.5095,4.1838
TXN256175,INV0156,118778,Switch Out,2020-07-26,5000,164.5023,30.3947
TXN434002,INV0042,125497,Switch In,2022-05-10,10000,43.8031,228.2943
TXN631958,INV0131,119364,Switch Out,2024-06-29,2500,181.2556,13.7927
TXN597960,INV0005,119364,SIP,2022-09-18,2500,128.3121,19.4837
TXN712056,INV0079,120503,Purchase,2024-04-27,5000,191.6062,26.0952
TXN920934,INV0199,120841,Switch Out,2021-07-21,25000,55.184,453.0299
TXN603787,INV0044,119551,Switch Out,2023-04-07,10000,198.906,50.275
TXN813793,INV0063,118632,Purchase,2020-03-26,50000,139.5264,358.3551
TXN562462,INV0081,119092,Switch In,2020-09-12,500,126.474,3.9534
TXN313795,INV0106,118989,Switch Out,2024-04-15,25000,117.5975,212.5896
TXN244789,INV0133,119551,Redemption,2022-08-24,25000,34.0212,734.8359
TXN495129,INV0081,120465,Redemption,2024-02-26,10000,189.7387,52.7041
TXN672808,INV0091,118778,SIP,2024-06-06,2500,139.4791,17.9238
TXN392559,INV0143,119092,SIP,2021-07-10,1000,45.5765,21.9411
TXN403042,INV0181,120841,Redemption,2024-06-25,50000,33.5619,1489.7845
TXN465746,INV0144,125497,SIP,2022-03-24,5000,38.6332,129.4224
TXN809489,INV0140,120503,Switch In,2023-06-05,10000,133.5973,74.8518
TXN943700,INV0038,125497,SIP,2019-06-22,50000,134.3826,372.072
TXN182868,INV0089,120841,Switch In,2021-11-16,25000,114.9434,217.4984
TXN311883,INV0138,120465,SIP,2022-01-17,1000,82.1502,12.1728
TXN745584,INV0190,118632,Switch Out,2021-09-07,500,120.3963,4.153
TXN802371,INV0136,119092,Redemption,2021-08-11,500,117.7713,4.2455
TXN533377,INV0085,119551,Switch In,2020-02-16,500,33.3006,15.0147
TXN677086,INV0041,118632,Switch In,2024-05-02,500,78.0198,6.4086
TXN309144,INV0194,120465,SIP,2022-08-08,25000,39.0415,640.3442
TXN162036,INV0197,120841,Purchase,2021-08-09,25000,183.0263,136.5924
TXN858243,INV0010,118778,Redemption,2023-09-08,25000,153.2879,163.0918
TXN976822,INV0102,118632,Switch In,2021-02-02,500,199.3396,2.5083
TXN109717,INV0077,120841,Switch Out,2020-03-15,500,81.3691,6.1448
TXN576419,INV0165,125497,Switch Out,2024-11-17,2500,179.3426,13.9398
TXN992400,INV0130,120465,Switch In,2022-01-22,1000,132.5192,7.5461
TXN218118,INV0085,119092,Redemption,2024-02-23,50000,107.0313,467.1531
TXN295243,INV0004,120841,SIP,2022-04-23,25000,67.8374,368.5283
TXN894068,INV0050,119364,Redemption,2023-07-19,25000,155.5267,160.7441
TXN443856,INV0023,118989,Switch In,2020-01-26,10000,183.7039,54.4354
TXN600646,INV0083,118632,Redemption,2019-01-28,1000,70.0024,14.2852
TXN346961,INV0115,120841,SIP,2022-09-12,5000,59.8164,83.5891
TXN857997,INV0147,120841,Purchase,2021-12-07,10000,148.3577,67.4047
TXN347781,INV0016,125497,Purchase,2024-03-21,25000,196.0854,127.4955
TXN525110,INV0176,120841,Switch Out,2022-06-27,1000,157.4924,6.3495
TXN409369,INV0095,120503,Switch Out,2021-06-23,25000,78.3787,318.9642
TXN601410,INV0040,119092,Switch In,2023-03-11,1000,101.3924,9.8627
TXN675914,INV0121,118989,Switch Out,2021-06-13,25000,95.334,262.2359
TXN891401,INV0153,119092,Purchase,2024-11-22,25000,174.8562,142.9746
TXN837952,INV0093,120465,Purchase,2020-04-04,10000,161.133,62.0605
TXN674251,INV0130,119551,Redemption,2020-09-05,50000,130.1258,384.2436
TXN995993,INV0134,118632,Switch In,2020-04-21,2500,76.743,32.5763
TXN711474,INV0126,119092,Purchase,2024-09-21,25000,189.458,131.9554
TXN158338,INV0117,120465,Redemption,2024-10-03,50000,141.0636,354.45
TXN691303,INV0015,118989,Switch Out,2024-03-08,5000,194.981,25.6435
TXN122827,INV0102,120841,SIP,2019-01-13,25000,128.6199,194.3712
TXN176577,INV0012,119092,Switch In,2022-11-12,10000,169.6028,58.9613
TXN163182,INV0018,120503,Switch In,2019-05-10,10000,168.2279,59.4432
TXN288724,INV0197,120841,Redemption,2023-09-18,5000,87.3459,57.2437
TXN570325,INV0097,125497,Switch In,2019-11-25,5000,193.8835,25.7887
TXN785280,INV0090,118778,Purchase,2021-01-01,1000,33.73,29.6472
TXN654531,INV0033,118778,Redemption,2019-01-15,5000,160.6809,31.1176
TXN585494,INV0173,119551,Switch Out,2023-10-04,2500,194.1447,12.877
TXN963355,INV0059,118778,Redemption,2024-03-01,5000,87.6144,57.0682
TXN389039,INV0049,125497,Purchase,2019-05-12,1000,140.1788,7.1337
TXN903265,INV0005,118989,Redemption,2021-04-24,10000,125.578,79.6318
TXN722795,INV0009,120503,Switch In,2019-07-19,500,159.4562,3.1357
TXN146385,INV0103,119092,Switch In,2021-08-17,25000,177.2502,141.0436
TXN891030,INV0199,118778,Purchase,2020-07-27,1000,132.5176,7.5462
TXN345536,INV0188,118778,Switch Out,2022-07-30,2500,168.7038,14.8189
TXN910065,INV0173,119364,SIP,2021-08-28,10000,83.0885,120.3536
TXN792282,INV0134,120841,Redemption,2023-08-21,1000,68.8598,14.5223
TXN163918,INV0143,120841,Switch Out,2020-12-18,2500,103.2135,24.2216
TXN619696,INV0013,118989,SIP,2023-04-11,10000,145.2152,68.8633
TXN830132,INV0107,118778,Switch In,2020-09-03,2500,61.832,40.4321
TXN292811,INV0194,120841,Switch Out,2024-04-23,5000,145.6599,34.3265
TXN336290,INV0077,119092,Redemption,2024-03-11,50000,96.9959,515.4857
TXN532723,INV0107,119551,Switch Out,2024-12-10,10000,165.2478,60.5152
TXN354655,INV0066,118632,Redemption,2022-09-14,5000,36.2621,137.885
TXN988283,INV0095,120503,Purchase,2021-02-19,5000,143.557,34.8294
TXN495489,INV0173,119551,Switch Out,2019-06-11,2500,140.4698,17.7974
TXN943737,INV0195,120503,Switch Out,2021-06-07,1000,189.959,5.2643
TXN449138,INV0078,120465,Purchase,2021-05-17,1000,151.2725,6.6106
TXN223014,INV0192,119092,Switch In,2021-09-20,25000,165.3713,151.175
TXN314447,INV0102,119364,Redemption,2022-08-10,25000,183.7805,136.0318
TXN588899,INV0137,120841,SIP,2022-06-17,5000,144.7588,34.5402
TXN637727,INV0128,120841,Switch In,2020-02-08,2500,79.3261,31.5155
TXN980521,INV0082,120465,Redemption,2023-02-27,50000,177.8615,281.1176
TXN147936,INV0145,125497,Redemption,2020-08-20,5000,157.0883,31.8292
TXN680189,INV0150,119551,Switch Out,2023-09-07,2500,102.1544,24.4728
TXN305721,INV0085,120841,Redemption,2023-04-05,1000,150.79,6.6317
TXN357666,INV0128,119364,Switch Out,2022-10-14,50000,177.5071,281.6789
TXN961501,INV0126,120841,Switch In,2024-03-02,50000,195.8609,255.2832
TXN933592,INV0091,118632,Redemption,2020-07-27,25000,191.8998,130.2763
TXN292988,INV0139,118778,Purchase,2024-11-16,5000,85.3057,58.6127
TXN987826,INV0020,119551,Purchase,2019-01-27,50000,101.6879,491.7006
TXN983472,INV0162,118989,Redemption,2019-10-06,1000,48.6212,20.5672
TXN329344,INV0130,118632,Switch In,2023-03-09,500,72.0825,6.9365
TXN768706,INV0171,119551,Switch Out,2024-06-02,10000,180.0116,55.552
TXN106933,INV0137,120465,Switch Out,2023-08-12,500,91.3445,5.4738
TXN655134,INV0185,119551,SIP,2022-03-20,500,135.494,3.6902
TXN952657,INV0179,119551,Switch In,2021-01-04,10000,143.2142,69.8255
TXN649857,INV0039,120503,Redemption,2021-02-25,500,162.911,3.0692
TXN364679,INV0091,119364,SIP,2023-06-14,10000,61.076,163.7304
TXN525750,INV0118,120503,Switch Out,2021-09-23,2500,81.8182,30.5555
TXN817269,INV0021,119092,Purchase,2020-01-18,2500,106.2172,23.5367
TXN495490,INV0142,118989,Switch In,2019-08-18,5000,92.023,54.3342
TXN279708,INV0022,119551,Switch In,2023-11-13,25000,197.0939,126.8431
TXN999636,INV0025,125497,Switch Out,2019-06-24,10000,171.9399,58.1599
TXN825916,INV0146,119092,Switch In,2022-01-15,1000,111.5467,8.9649
TXN817675,INV0072,119551,Switch Out,2019-05-15,500,179.4757,2.7859
TXN429761,INV0005,118632,Redemption,2020-08-13,50000,89.101,561.1609
TXN413814,INV0042,118989,Switch Out,2021-09-11,500,163.5908,3.0564
TXN990704,INV0100,119364,Switch Out,2022-09-20,50000,68.0249,735.025
TXN875679,INV0036,118989,Purchase,2024-08-13,50000,161.2947,309.9916
TXN202430,INV0112,125497,Redemption,2019-11-08,500,107.5971,4.647
TXN906360,INV0158,125497,Switch Out,2023-06-13,10000,48.2749,207.147
TXN764926,INV0070,125497,Switch In,2024-07-02,500,76.4546,6.5398
TXN679902,INV0097,119092,Switch In,2021-01-30,2500,98.3867,25.4099
TXN498535,INV0022,119364,Switch Out,2022-04-24,25000,157.3798,158.8514
TXN177077,INV0022,119092,SIP,2020-09-23,25000,42.4071,589.5239
TXN921968,INV0163,118989,Redemption,2023-05-15,25000,142.123,175.904
TXN211726,INV0024,125497,Purchase,2022-06-16,2500,151.7223,16.4775
TXN898329,INV0070,120465,Purchase,2020-06-26,2500,141.1666,17.7096
TXN551914,INV0115,120503,Switch Out,2024-09-29,1000,159.3138,6.2769
TXN127537,INV0023,118989,SIP,2020-01-17,500,60.2887,8.2934
TXN922543,INV0084,119364,Switch In,2019-02-20,10000,129.8076,77.0371
TXN506637,INV0200,120841,Purchase,2021-09-21,5000,189.9946,26.3165
TXN277820,INV0176,119364,Switch In,2020-11-25,10000,133.8333,74.7198
TXN415759,INV0069,118632,Switch In,2020-08-20,2500,133.9272,18.6669
TXN555791,INV0071,120503,Switch In,2022-05-12,1000,155.1947,6.4435
TXN180657,INV0093,120465,SIP,2021-10-07,50000,86.6447,577.0693
TXN746624,INV0051,120465,Switch In,2020-03-14,10000,149.0809,67.0777
TXN107096,INV0102,118632,SIP,2023-04-06,2500,185.7598,13.4582
TXN450996,INV0111,125497,Switch Out,2020-07-11,5000,31.8522,156.975
TXN732512,INV0178,120841,Redemption,2024-05-16,2500,177.9192,14.0513
TXN517584,INV0082,125497,SIP,2024-07-04,1000,67.1651,14.8887
TXN354200,INV0084,119364,Switch In,2022-02-22,50000,107.507,465.086
TXN219420,INV0145,118989,Redemption,2021-01-06,2500,174.8991,14.294
TXN862538,INV0119,118778,Redemption,2023-12-01,500,170.0651,2.9401
TXN826490,INV0018,120841,Switch In,2024-08-07,50000,181.6277,275.2884
TXN417543,INV0062,118632,SIP,2020-09-23,25000,189.8709,131.6684
TXN495303,INV0019,118989,Switch In,2024-05-16,50000,106.0167,471.6238
TXN660324,INV0130,119364,Switch In,2019-05-31,5000,141.5818,35.3153
TXN951755,INV0138,125497,Switch Out,2019-12-15,25000,96.3813,259.3864
TXN360289,INV0169,120503,SIP,2020-11-12,50000,89.6218,557.9
TXN690579,INV0166,119364,Switch In,2022-09-20,500,103.3712,4.8369
TXN111060,INV0026,118989,SIP,2021-06-28,500,156.3229,3.1985
TXN643998,INV0143,118778,Switch Out,2021-06-24,25000,115.2449,216.9293
TXN510133,INV0119,120465,Switch Out,2024-08-11,2500,168.3901,14.8465
TXN125755,INV0124,118632,Purchase,2022-04-25,2500,156.6871,15.9554
TXN221707,INV0187,118989,Redemption,2022-11-27,500,33.4813,14.9337
TXN577450,INV0053,120841,Switch Out,2024-06-01,2500,137.1405,18.2295
TXN202365,INV0113,125497,Switch In,2022-07-30,5000,104.2171,47.9768
TXN146853,INV0182,120503,Purchase,2019-04-03,2500,107.6269,23.2284
TXN214675,INV0174,125497,Redemption,2021-09-26,25000,169.1234,147.8211
TXN678719,INV0041,118778,SIP,2023-10-13,1000,123.0934,8.1239
TXN936507,INV0104,120465,Redemption,2021-02-02,1000,180.5557,5.5385
TXN130610,INV0189,118989,Switch Out,2021-03-19,5000,151.177,33.0738
TXN550418,INV0100,120465,Purchase,2021-05-29,10000,123.9828,80.6563
TXN888870,INV0181,119092,Purchase,2020-02-21,2500,158.2715,15.7956
TXN483561,INV0084,118778,Redemption,2024-02-18,1000,36.5193,27.3828
TXN803281,INV0126,120503,Switch Out,2022-07-07,2500,34.6042,72.2456
TXN741003,INV0101,119364,Switch Out,2020-04-12,5000,44.1694,113.2005
TXN986589,INV0118,125497,Switch Out,2020-12-07,2500,104.3861,23.9495
TXN718836,INV0022,120841,Redemption,2022-07-06,10000,70.0265,142.8031
TXN420214,INV0030,120503,Redemption,2023-03-10,1000,197.3244,5.0678
TXN507333,INV0108,118632,Switch Out,2020-07-18,10000,122.1893,81.8402
TXN543588,INV0048,119364,Switch In,2020-12-10,5000,142.6107,35.0605
TXN613426,INV0074,118778,Redemption,2021-02-05,1000,77.3994,12.92
TXN572908,INV0159,125497,Purchase,2023-01-10,50000,84.7055,590.2804
TXN243167,INV0050,119551,Switch In,2024-09-01,5000,87.0285,57.4524
TXN817956,INV0126,120465,Switch In,2023-12-24,5000,148.7851,33.6055
TXN186686,INV0145,120465,Purchase,2021-06-22,1000,110.5301,9.0473
TXN388204,INV0058,120841,Switch Out,2022-03-28,500,118.0062,4.2371
TXN579536,INV0145,118632,Switch In,2024-09-23,50000,130.6405,382.7297
TXN219754,INV0069,120503,Switch Out,2023-02-11,10000,160.698,62.2285
TXN893547,INV0011,118778,Switch In,2021-06-14,50000,45.3629,1102.2223
TXN871740,INV0168,118989,Redemption,2022-05-04,500,162.0686,3.0851
TXN375581,INV0090,119551,Purchase,2023-12-04,5000,125.75,39.7614
TXN951327,INV0061,120503,Redemption,2022-12-07,50000,143.7462,347.8353
TXN548965,INV0043,119364,Switch Out,2020-07-24,25000,85.6838,291.7704
TXN316995,INV0016,119092,Switch Out,2022-12-07,50000,99.5958,502.0292
TXN725850,INV0138,118778,Redemption,2022-08-18,2500,69.2982,36.076
TXN700556,INV0069,120841,Switch Out,2020-01-26,2500,196.481,12.7239
TXN923856,INV0106,118632,Purchase,2022-02-09,50000,114.4905,436.7175
TXN239136,INV0064,118632,Redemption,2022-08-12,25000,199.3331,125.4182
TXN984532,INV0174,119092,Switch In,2024-06-27,50000,113.2636,441.4481
TXN763121,INV0069,118632,Switch In,2023-03-17,10000,67.3577,148.4611
TXN764406,INV0197,120465,Purchase,2023-07-09,500,116.2669,4.3005
TXN391740,INV0178,118778,SIP,2024-02-06,25000,36.7312,680.6203
TXN710224,INV0001,120465,Purchase,2024-02-21,2500,183.8109,13.6009
TXN166407,INV0137,125497,Switch In,2021-06-11,50000,169.1535,295.5895
TXN322142,INV0127,118989,SIP,2022-08-15,50000,153.3895,325.9676
TXN673896,INV0148,120841,Redemption,2024-06-10,2500,133.6705,18.7027
TXN899281,INV0013,125497,Purchase,2020-02-12,25000,128.5718,194.4439
TXN230272,INV0041,120465,Switch In,2024-02-13,500,199.4438,2.507
TXN312146,INV0177,119551,Redemption,2022-05-21,5000,77.2596,64.7169
TXN387330,INV0024,118632,SIP,2021-10-22,50000,162.5463,307.6047
TXN796787,INV0167,120503,Redemption,2019-08-01,2500,128.8388,19.4041
TXN420349,INV0186,118989,Redemption,2023-10-25,25000,195.8997,127.6163
TXN199807,INV0001,120503,Redemption,2024-05-07,25000,170.7265,146.433
TXN722518,INV0058,120503,Switch Out,2023-12-28,1000,199.7493,5.0063
TXN829386,INV0088,119551,Purchase,2023-09-26,500,130.0152,3.8457
TXN174268,INV0059,118632,Switch In,2020-01-01,5000,64.7725,77.1933
TXN428572,INV0095,120503,SIP,2020-07-15,500,115.6268,4.3243
TXN952878,INV0193,118989,Redemption,2020-08-08,50000,150.8889,331.3696
TXN690653,INV0003,120503,Switch Out,2020-11-03,10000,161.6413,61.8654
TXN857524,INV0055,120465,Redemption,2023-08-14,2500,30.0867,83.0932
TXN563873,INV0056,119364,Purchase,2020-02-16,25000,115.8546,215.7877
TXN229139,INV0151,118632,Switch In,2022-12-10,50000,69.9899,714.3888
TXN929504,INV0036,118989,Redemption,2022-02-08,2500,178.735,13.9872
TXN680278,INV0154,120503,Switch Out,2022-03-13,1000,55.9939,17.8591
TXN988217,INV0169,119551,SIP,2021-04-21,50000,143.2976,348.9242
TXN634273,INV0049,118778,Switch In,2022-04-25,10000,75.2306,132.9246
TXN932336,INV0062,119551,Switch In,2023-04-30,50000,90.6122,551.8021
TXN623850,INV0164,120503,Switch Out,2019-10-18,1000,189.8951,5.2661
TXN478638,INV0082,118778,Redemption,2023-05-04,500,70.8762,7.0546
TXN483162,INV0140,119364,Redemption,2024-04-13,5000,46.1505,108.3412
TXN715895,INV0018,120503,Purchase,2021-12-09,500,41.7784,11.9679
TXN163406,INV0102,119092,Switch Out,2022-03-19,500,115.7846,4.3184
TXN535612,INV0109,118778,Switch In,2019-12-04,50000,139.091,359.4769
TXN745972,INV0040,118778,SIP,2019-12-09,10000,85.6399,116.768
TXN636141,INV0053,120841,Redemption,2022-08-31,500,147.3442,3.3934
TXN765105,INV0196,118989,Purchase,2022-06-24,10000,40.3757,247.6737
TXN987586,INV0062,118989,Purchase,2021-09-28,25000,175.7469,142.25
TXN221620,INV0117,120503,Switch Out,2019-08-14,5000,168.8164,29.618
TXN877722,INV0169,120841,Redemption,2020-05-04,25000,197.5344,126.5602
TXN243876,INV0180,119551,Purchase,2020-11-02,25000,189.2058,132.1313
TXN648410,INV0133,120465,SIP,2020-11-14,2500,90.5535,27.608
TXN886197,INV0200,125497,SIP,2020-04-28,1000,97.8768,10.2169
TXN946313,INV0110,119551,SIP,2024-11-15,2500,156.814,15.9425
TXN846925,INV0148,120503,Purchase,2024-07-25,2500,52.7941,47.3538
TXN477617,INV0015,120465,Switch In,2020-11-14,10000,83.3825,119.9292
TXN367508,INV0198,125497,Purchase,2020-04-17,1000,50.152,19.9394
TXN633541,INV0001,119092,Purchase,2019-02-20,25000,107.3307,232.925
TXN594681,INV0094,119092,Switch In,2020-09-06,500,123.8407,4.0374
TXN137081,INV0142,118632,Switch In,2021-07-08,50000,65.8973,758.7564
TXN536476,INV0185,125497,SIP,2022-01-16,1000,34.5274,28.9625
TXN490917,INV0031,120503,Switch Out,2019-08-04,10000,152.2905,65.664
TXN943409,INV0133,118632,Purchase,2023-07-01,1000,33.4009,29.9393
TXN396020,INV0199,120503,SIP,2022-09-02,5000,195.4784,25.5783
TXN578933,INV0003,120503,SIP,2021-04-01,10000,67.6732,147.769
TXN922615,INV0078,120841,Switch Out,2021-09-20,10000,142.863,69.9971
TXN720432,INV0127,120465,Redemption,2021-10-01,2500,103.9078,24.0598
TXN529954,INV0007,118632,Redemption,2022-11-19,500,40.1446,12.455
TXN101533,INV0195,119551,Switch In,2022-06-13,2500,110.2712,22.6714
TXN655550,INV0061,120503,Switch In,2024-07-08,1000,117.8493,8.4854
TXN846221,INV0072,119551,Purchase,2019-06-29,1000,175.2961,5.7046
TXN645007,INV0106,119092,SIP,2024-02-21,50000,154.4993,323.6261
TXN200219,INV0130,120503,Redemption,2023-06-04,10000,43.4814,229.9834
TXN695403,INV0016,120503,Switch In,2020-06-19,10000,65.5577,152.5374
TXN373668,INV0081,119092,Switch In,2022-08-29,2500,83.0209,30.1129
TXN385166,INV0060,125497,Purchase,2021-04-10,5000,49.7893,100.4232
TXN907557,INV0150,118632,Purchase,2020-09-28,50000,107.6728,464.3698
TXN571404,INV0120,120503,SIP,2023-07-24,1000,197.3326,5.0676
TXN475691,INV0198,120503,Redemption,2024-01-26,10000,117.4842,85.1178
TXN377880,INV0031,120841,Purchase,2020-10-07,5000,156.12,32.0266
TXN838936,INV0179,120841,Switch Out,2019-06-15,50000,146.0994,342.2328
TXN998182,INV0084,119092,Redemption,2020-01-09,50000,174.4849,286.5577
TXN515492,INV0132,119092,Purchase,2022-05-09,2500,66.673,37.4964
TXN282313,INV0008,120841,Switch In,2024-01-27,50000,158.1505,316.1545
TXN676843,INV0064,118778,Purchase,2024-03-07,25000,179.8304,139.0199
TXN932369,INV0036,120503,Purchase,2019-02-18,50000,59.1567,845.2128
TXN918895,INV0057,119551,Redemption,2021-03-22,50000,88.9564,562.0731
TXN819622,INV0162,118989,Purchase,2021-11-26,2500,194.9173,12.826
TXN167603,INV0051,120503,Switch In,2020-06-11,500,162.7339,3.0725
TXN969642,INV0085,120503,Purchase,2019-06-24,50000,78.0404,640.6938
TXN276149,INV0147,120465,Switch In,2023-06-06,500,125.8701,3.9723
TXN501320,INV0175,120465,Switch In,2020-12-08,500,98.7354,5.064
TXN296242,INV0071,125497,SIP,2024-01-01,1000,113.2941,8.8266
TXN743937,INV0159,118632,Switch Out,2021-10-03,500,90.3783,5.5323
TXN532005,INV0141,120841,Switch In,2019-09-07,5000,77.4863,64.5275
TXN501620,INV0036,120503,Switch In,2021-03-27,2500,144.7097,17.276
TXN761393,INV0140,118778,Purchase,2023-04-16,1000,162.3521,6.1595
TXN670968,INV0125,125497,SIP,2024-08-19,5000,178.5727,27.9998
TXN383572,INV0047,125497,Purchase,2022-07-30,5000,56.4061,88.6429
TXN130726,INV0200,119364,SIP,2019-08-28,1000,169.8854,5.8863
TXN474795,INV0197,120465,Switch Out,2021-08-11,10000,73.3161,136.3957
TXN359896,INV0169,118632,Redemption,2021-12-27,500,102.6472,4.8711
TXN929672,INV0189,118778,Purchase,2021-06-17,50000,183.2454,272.8581
TXN936124,INV0100,119364,SIP,2020-12-12,50000,107.2656,466.1327
TXN721301,INV0082,118632,SIP,2019-04-26,1000,63.5008,15.7478
TXN690984,INV0037,125497,Switch Out,2021-02-10,10000,57.1777,174.8934
TXN424065,INV0045,120465,Switch In,2019-06-05,10000,110.4072,90.5738
TXN343923,INV0155,120503,Redemption,2019-03-23,500,159.6543,3.1318
TXN100716,INV0085,118778,Switch Out,2021-04-05,5000,199.5249,25.0595
TXN851763,INV0046,118632,SIP,2019-09-01,2500,163.8595,15.257
TXN715104,INV0181,119551,Redemption,2020-03-30,1000,179.092,5.5837
TXN482614,INV0019,118778,SIP,2023-06-09,50000,157.1315,318.2048
TXN452909,INV0078,119364,SIP,2020-07-12,500,182.224,2.7439
TXN558089,INV0164,118632,Switch In,2022-07-23,25000,42.9699,581.8026
TXN689275,INV0178,118632,Switch Out,2023-01-01,25000,188.0884,132.9162
TXN717558,INV0045,119092,Switch In,2022-06-10,25000,97.389,256.7025
TXN286340,INV0187,120841,Purchase,2023-05-23,1000,186.6744,5.3569
TXN290926,INV0155,119364,SIP,2021-06-23,500,42.8746,11.6619
TXN620287,INV0037,119364,SIP,2019-11-15,500,151.5913,3.2983
TXN435039,INV0043,119092,Purchase,2022-10-07,2500,155.0671,16.1221
TXN378095,INV0054,120465,Redemption,2019-10-05,500,199.4749,2.5066
TXN925250,INV0028,125497,Purchase,2019-07-17,2500,160.7054,15.5564
TXN868170,INV0108,118989,Redemption,2023-08-23,5000,95.0375,52.6108
TXN468292,INV0140,120465,Switch In,2020-02-20,5000,124.7323,40.0858
TXN706135,INV0167,120465,Redemption,2020-10-28,50000,92.3137,541.6314
TXN938016,INV0009,120465,SIP,2019-03-24,500,63.3232,7.896
TXN209812,INV0019,125497,SIP,2020-11-27,2500,72.2454,34.6043
TXN867541,INV0020,118989,Switch Out,2020-01-17,1000,67.7418,14.7619
TXN743453,INV0124,125497,Purchase,2023-11-02,10000,123.2986,81.1039
TXN555292,INV0041,118632,Purchase,2020-02-19,10000,184.0473,54.3339
TXN299212,INV0105,125497,Switch Out,2021-12-22,1000,185.1635,5.4006
TXN349087,INV0025,120841,Purchase,2023-05-29,2500,39.3098,63.5974
TXN980651,INV0126,119364,Redemption,2019-08-12,10000,43.5829,229.4478
TXN548377,INV0023,125497,SIP,2024-05-21,500,71.6702,6.9764
TXN126985,INV0053,119092,Redemption,2022-04-10,500,73.3601,6.8157
TXN984756,INV0030,120503,SIP,2023-06-17,5000,46.1312,108.3865
TXN793150,INV0068,120465,Purchase,2023-05-07,5000,96.0388,52.0623
TXN499974,INV0095,118632,Redemption,2023-12-31,2500,129.9133,19.2436
TXN561101,INV0120,119551,SIP,2021-07-15,2500,128.2876,19.4875
TXN164633,INV0039,120841,Purchase,2019-12-18,10000,122.383,81.7107
TXN667750,INV0106,125497,Switch Out,2021-07-20,50000,87.5742,570.9444
TXN981639,INV0100,118778,Switch Out,2023-09-11,500,150.0975,3.3312
TXN597889,INV0147,118778,Redemption,2024-05-04,25000,170.5023,146.6256
TXN513982,INV0183,120841,Purchase,2024-08-18,500,88.8666,5.6264
TXN939333,INV0147,119364,Switch Out,2020-08-26,10000,44.541,224.5122
TXN570852,INV0045,120503,Redemption,2021-05-17,50000,80.3761,622.0755
TXN144748,INV0109,119092,Purchase,2023-11-19,1000,53.3527,18.7432
TXN757694,INV0038,119092,Switch Out,2021-11-22,50000,109.451,456.8254
TXN946561,INV0018,125497,Purchase,2023-05-09,25000,56.509,442.4074
TXN678870,INV0084,118778,SIP,2024-10-29,5000,108.6836,46.0051
TXN112964,INV0180,120465,Switch Out,2024-11-10,50000,67.5705,739.9679
TXN534574,INV0039,118989,Redemption,2020-02-15,500,155.5843,3.2137
TXN917411,INV0026,120503,SIP,2022-11-09,10000,34.6866,288.2958
TXN501650,INV0168,118989,Switch In,2024-04-21,2500,124.3069,20.1115
TXN388792,INV0104,119551,Redemption,2023-07-04,1000,58.813,17.003
TXN447596,INV0177,119551,Redemption,2019-07-21,5000,30.1686,165.7352
TXN490532,INV0006,120465,SIP,2022-05-26,2500,177.764,14.0636
TXN983788,INV0126,120841,Purchase,2021-07-22,2500,144.1597,17.3419
TXN879850,INV0114,118632,SIP,2022-01-08,2500,46.8203,53.3956
TXN776913,INV0023,118989,Redemption,2023-12-15,10000,142.8923,69.9828
TXN526949,INV0190,119092,Switch In,2024-10-16,50000,133.98,373.19
TXN158936,INV0132,125497,Redemption,2019-09-26,50000,110.4706,452.6091
TXN631413,INV0104,120841,Redemption,2024-11-17,25000,101.2739,246.8553
TXN282176,INV0050,119364,Redemption,2019-08-25,500,180.8019,2.7655
TXN578621,INV0013,119092,SIP,2021-03-26,500,71.6752,6.9759
TXN963508,INV0119,120841,Switch Out,2023-06-14,2500,97.7127,25.5852
TXN132047,INV0062,120503,SIP,2024-06-25,25000,85.9496,290.8681
TXN286209,INV0122,119364,Switch Out,2022-12-03,5000,161.1042,31.0358
TXN978343,INV0067,125497,Purchase,2022-03-13,1000,185.7991,5.3822
TXN152062,INV0042,119551,Switch Out,2021-05-27,5000,174.4629,28.6594
TXN336047,INV0174,119092,Redemption,2022-01-07,25000,165.6097,150.9573
TXN121026,INV0200,118989,Purchase,2024-04-25,10000,197.7543,50.5678
TXN281614,INV0154,118632,Purchase,2021-07-05,25000,148.5146,168.3336
TXN944193,INV0079,120841,SIP,2023-10-02,10000,157.6791,63.4199
TXN465648,INV0118,118989,SIP,2021-06-12,50000,197.0764,253.7087
